Entity 1|Entity 2|Majority Vote Result
ml dataset|way|0
ml dataset|web socket protocol|0
mongo integration|analysis|1
mongo integration|app|0
mongo integration|command line tool|1
mongo integration|data integration|1
mongo integration|data|1
mongo integration|data package|1
mongo integration|doi|0
mongo integration|dspace integration|1
mongo integration|elasticsearch integration|0
mongo integration|eml dataset|0
mongo integration|eprint integration|0
mongo integration|excel spreadsheet|0
mongo integration|exist wizard|0
mongo integration|exploratory data analysis|1
mongo integration|feather integration|0
mongo integration|funding|0
mongo integration|general country name|0
mongo integration|general reference data|0
mongo integration|hdf5 integration|0
mongo integration|how many user|0
mongo integration|integration|1
mongo integration|interactive preview|0
mongo integration|jquery plugin|0
mongo integration|line|0
mongo integration|microsoft power bi integration|0
mongo integration|ml dataset|0
mongo integration|mongo integration|0
mongo integration|netcdf integration|0
mongo integration|new data column|0
mongo integration|new visualization|0
mongo integration|online service|0
mongo integration|preview button|0
mongo integration|quality of data|1
mongo integration|reference data on inflation|0
mongo integration|remote - control vocabulary|0
mongo integration|reproducible step|1
mongo integration|spss integration|0
mongo integration|tool|1
mongo integration|type information|1
mongo integration|useful metadata|1
mongo integration|visualization|0
mongo integration|way|0
mongo integration|web socket protocol|0
netcdf integration|analysis|1
netcdf integration|app|0
netcdf integration|command line tool|1
netcdf integration|data integration|0
netcdf integration|data|1
netcdf integration|data package|1
netcdf integration|doi|0
netcdf integration|dspace integration|0
netcdf integration|elasticsearch integration|0
netcdf integration|eml dataset|0
netcdf integration|eprint integration|0
netcdf integration|excel spreadsheet|0
netcdf integration|exist wizard|0
netcdf integration|exploratory data analysis|0
netcdf integration|feather integration|0
netcdf integration|funding|0
netcdf integration|general country name|0
netcdf integration|general reference data|0
netcdf integration|hdf5 integration|0
netcdf integration|how many user|0
netcdf integration|integration|1
netcdf integration|interactive preview|0
netcdf integration|jquery plugin|0
netcdf integration|line|0
netcdf integration|microsoft power bi integration|0
netcdf integration|ml dataset|0
netcdf integration|mongo integration|0
netcdf integration|netcdf integration|0
netcdf integration|new data column|0
netcdf integration|new visualization|0
netcdf integration|online service|0
netcdf integration|preview button|0
netcdf integration|quality of data|0
netcdf integration|reference data on inflation|0
netcdf integration|remote - control vocabulary|0
netcdf integration|reproducible step|0
netcdf integration|spss integration|0
netcdf integration|tool|0
netcdf integration|type information|1
netcdf integration|useful metadata|1
netcdf integration|visualization|0
netcdf integration|way|0
netcdf integration|web socket protocol|1
new data column|analysis|0
new data column|app|0
new data column|command line tool|0
new data column|data integration|0
new data column|data|0
new data column|data package|0
new data column|doi|0
new data column|dspace integration|0
new data column|elasticsearch integration|0
new data column|eml dataset|0
new data column|eprint integration|0
new data column|excel spreadsheet|0
new data column|exist wizard|0
new data column|exploratory data analysis|0
new data column|feather integration|0
new data column|funding|0
new data column|general country name|0
new data column|general reference data|0
new data column|hdf5 integration|0
new data column|how many user|0
new data column|integration|0
new data column|interactive preview|0
new data column|jquery plugin|0
new data column|line|0
new data column|microsoft power bi integration|0
new data column|ml dataset|0
new data column|mongo integration|0
new data column|netcdf integration|0
new data column|new data column|0
new data column|new visualization|0
new data column|online service|0
new data column|preview button|0
new data column|quality of data|0
new data column|reference data on inflation|0
new data column|remote - control vocabulary|0
new data column|reproducible step|0
new data column|spss integration|0
new data column|tool|0
new data column|type information|0
new data column|useful metadata|0
new data column|visualization|0
new data column|way|0
new data column|web socket protocol|0
new visualization|analysis|1
new visualization|app|0
new visualization|command line tool|0
new visualization|data integration|0
new visualization|data|1
new visualization|data package|1
new visualization|doi|0
new visualization|dspace integration|0
new visualization|elasticsearch integration|0
new visualization|eml dataset|1
new visualization|eprint integration|0
new visualization|excel spreadsheet|1
new visualization|exist wizard|0
new visualization|exploratory data analysis|1
new visualization|feather integration|0
new visualization|funding|0
new visualization|general country name|1
new visualization|general reference data|1
new visualization|hdf5 integration|0
new visualization|how many user|1
new visualization|integration|0
new visualization|interactive preview|1
new visualization|jquery plugin|0
new visualization|line|0
new visualization|microsoft power bi integration|0
new visualization|ml dataset|1
new visualization|mongo integration|0
new visualization|netcdf integration|0
new visualization|new data column|0
new visualization|new visualization|0
new visualization|online service|0
new visualization|preview button|1
new visualization|quality of data|1
new visualization|reference data on inflation|1
new visualization|remote - control vocabulary|0
new visualization|reproducible step|0
new visualization|spss integration|0
new visualization|tool|0
new visualization|type information|1
new visualization|useful metadata|1
new visualization|visualization|1
new visualization|way|0
new visualization|web socket protocol|0
online service|analysis|1
online service|app|1
online service|command line tool|1
online service|data integration|1
online service|data|1
online service|data package|1
online service|doi|1
online service|dspace integration|0
online service|elasticsearch integration|1
online service|eml dataset|0
online service|eprint integration|1
online service|excel spreadsheet|1
online service|exist wizard|1
online service|exploratory data analysis|1
online service|feather integration|1
online service|funding|0
online service|general country name|0
online service|general reference data|0
online service|hdf5 integration|1
online service|how many user|0
online service|integration|1
online service|interactive preview|1
online service|jquery plugin|1
online service|line|0
online service|microsoft power bi integration|1
online service|ml dataset|0
online service|mongo integration|1
online service|netcdf integration|1
online service|new data column|0
online service|new visualization|0
online service|online service|0
online service|preview button|0
online service|quality of data|0
online service|reference data on inflation|0
online service|remote - control vocabulary|0
online service|reproducible step|0
online service|spss integration|0
online service|tool|1
online service|type information|1
online service|useful metadata|1
online service|visualization|1
online service|way|0
online service|web socket protocol|1
preview button|analysis|0
preview button|app|0
preview button|command line tool|0
preview button|data integration|0
preview button|data|0
preview button|data package|0
preview button|doi|0
preview button|dspace integration|0
preview button|elasticsearch integration|0
preview button|eml dataset|0
preview button|eprint integration|0
preview button|excel spreadsheet|0
preview button|exist wizard|0
preview button|exploratory data analysis|0
preview button|feather integration|0
preview button|funding|0
preview button|general country name|0
preview button|general reference data|0
preview button|hdf5 integration|0
preview button|how many user|0
preview button|integration|0
preview button|interactive preview|0
preview button|jquery plugin|0
preview button|line|0
preview button|microsoft power bi integration|0
preview button|ml dataset|0
preview button|mongo integration|0
preview button|netcdf integration|0
preview button|new data column|0
preview button|new visualization|0
preview button|online service|0
preview button|preview button|0
preview button|quality of data|0
preview button|reference data on inflation|0
preview button|remote - control vocabulary|0
preview button|reproducible step|0
preview button|spss integration|0
preview button|tool|0
preview button|type information|0
preview button|useful metadata|0
preview button|visualization|0
preview button|way|0
preview button|web socket protocol|0
quality of data|analysis|0
quality of data|app|0
quality of data|command line tool|0
quality of data|data integration|0
quality of data|data|0
quality of data|data package|0
quality of data|doi|0
quality of data|dspace integration|0
quality of data|elasticsearch integration|0
quality of data|eml dataset|0
quality of data|eprint integration|0
quality of data|excel spreadsheet|0
quality of data|exist wizard|0
quality of data|exploratory data analysis|0
quality of data|feather integration|0
quality of data|funding|0
quality of data|general country name|0
quality of data|general reference data|0
quality of data|hdf5 integration|0
quality of data|how many user|0
quality of data|integration|0
quality of data|interactive preview|0
quality of data|jquery plugin|0
quality of data|line|0
quality of data|microsoft power bi integration|0
quality of data|ml dataset|0
quality of data|mongo integration|0
quality of data|netcdf integration|0
quality of data|new data column|0
quality of data|new visualization|0
quality of data|online service|0
quality of data|preview button|0
quality of data|quality of data|0
quality of data|reference data on inflation|0
quality of data|remote - control vocabulary|0
quality of data|reproducible step|0
quality of data|spss integration|0
quality of data|tool|0
quality of data|type information|0
quality of data|useful metadata|0
quality of data|visualization|0
quality of data|way|0
quality of data|web socket protocol|0
reference data on inflation|analysis|0
reference data on inflation|app|0
reference data on inflation|command line tool|0
reference data on inflation|data integration|0
reference data on inflation|data|0
reference data on inflation|data package|0
reference data on inflation|doi|0
reference data on inflation|dspace integration|0
reference data on inflation|elasticsearch integration|0
reference data on inflation|eml dataset|0
reference data on inflation|eprint integration|0
reference data on inflation|excel spreadsheet|0
reference data on inflation|exist wizard|0
reference data on inflation|exploratory data analysis|0
reference data on inflation|feather integration|0
reference data on inflation|funding|0
reference data on inflation|general country name|0
reference data on inflation|general reference data|0
reference data on inflation|hdf5 integration|0
reference data on inflation|how many user|0
reference data on inflation|integration|0
reference data on inflation|interactive preview|0
reference data on inflation|jquery plugin|0
reference data on inflation|line|0
reference data on inflation|microsoft power bi integration|0
reference data on inflation|ml dataset|0
reference data on inflation|mongo integration|0
reference data on inflation|netcdf integration|0
reference data on inflation|new data column|0
reference data on inflation|new visualization|0
reference data on inflation|online service|0
reference data on inflation|preview button|0
reference data on inflation|quality of data|0
reference data on inflation|reference data on inflation|0
reference data on inflation|remote - control vocabulary|0
reference data on inflation|reproducible step|0
reference data on inflation|spss integration|0
reference data on inflation|tool|0
reference data on inflation|type information|0
reference data on inflation|useful metadata|0
reference data on inflation|visualization|0
reference data on inflation|way|0
reference data on inflation|web socket protocol|0
remote - control vocabulary|analysis|0
remote - control vocabulary|app|0
remote - control vocabulary|command line tool|0
remote - control vocabulary|data integration|0
remote - control vocabulary|data|0
remote - control vocabulary|data package|0
remote - control vocabulary|doi|0
remote - control vocabulary|dspace integration|0
remote - control vocabulary|elasticsearch integration|0
remote - control vocabulary|eml dataset|0
remote - control vocabulary|eprint integration|0
remote - control vocabulary|excel spreadsheet|0
remote - control vocabulary|exist wizard|0
remote - control vocabulary|exploratory data analysis|0
remote - control vocabulary|feather integration|0
remote - control vocabulary|funding|0
remote - control vocabulary|general country name|0
remote - control vocabulary|general reference data|0
remote - control vocabulary|hdf5 integration|0
remote - control vocabulary|how many user|0
remote - control vocabulary|integration|0
remote - control vocabulary|interactive preview|0
remote - control vocabulary|jquery plugin|0
remote - control vocabulary|line|0
remote - control vocabulary|microsoft power bi integration|0
remote - control vocabulary|ml dataset|0
remote - control vocabulary|mongo integration|0
remote - control vocabulary|netcdf integration|0
remote - control vocabulary|new data column|0
remote - control vocabulary|new visualization|0
remote - control vocabulary|online service|0
remote - control vocabulary|preview button|0
remote - control vocabulary|quality of data|0
remote - control vocabulary|reference data on inflation|0
remote - control vocabulary|remote - control vocabulary|0
remote - control vocabulary|reproducible step|0
remote - control vocabulary|spss integration|0
remote - control vocabulary|tool|0
remote - control vocabulary|type information|0
remote - control vocabulary|useful metadata|0
remote - control vocabulary|visualization|0
remote - control vocabulary|way|0
remote - control vocabulary|web socket protocol|0
reproducible step|analysis|1
reproducible step|app|1
reproducible step|command line tool|1
reproducible step|data integration|0
reproducible step|data|1
reproducible step|data package|1
reproducible step|doi|0
reproducible step|dspace integration|0
reproducible step|elasticsearch integration|0
reproducible step|eml dataset|1
reproducible step|eprint integration|0
reproducible step|excel spreadsheet|0
reproducible step|exist wizard|0
reproducible step|exploratory data analysis|1
reproducible step|feather integration|0
reproducible step|funding|0
reproducible step|general country name|0
reproducible step|general reference data|1
reproducible step|hdf5 integration|0
reproducible step|how many user|0
reproducible step|integration|0
reproducible step|interactive preview|0
reproducible step|jquery plugin|0
reproducible step|line|0
reproducible step|microsoft power bi integration|0
reproducible step|ml dataset|0
reproducible step|mongo integration|0
reproducible step|netcdf integration|0
reproducible step|new data column|0
reproducible step|new visualization|0
reproducible step|online service|0
reproducible step|preview button|0
reproducible step|quality of data|0
reproducible step|reference data on inflation|0
reproducible step|remote - control vocabulary|0
reproducible step|reproducible step|0
reproducible step|spss integration|0
reproducible step|tool|1
reproducible step|type information|1
reproducible step|useful metadata|1
reproducible step|visualization|1
reproducible step|way|0
reproducible step|web socket protocol|0
spss integration|analysis|1
spss integration|app|1
spss integration|command line tool|1
spss integration|data integration|1
spss integration|data|0
spss integration|data package|0
spss integration|doi|0
spss integration|dspace integration|1
spss integration|elasticsearch integration|0
spss integration|eml dataset|0
spss integration|eprint integration|0
spss integration|excel spreadsheet|1
spss integration|exist wizard|0
spss integration|exploratory data analysis|1
spss integration|feather integration|0
spss integration|funding|0
spss integration|general country name|0
spss integration|general reference data|0
spss integration|hdf5 integration|0
spss integration|how many user|0
spss integration|integration|0
spss integration|interactive preview|1
spss integration|jquery plugin|0
spss integration|line|0
spss integration|microsoft power bi integration|0
spss integration|ml dataset|0
spss integration|mongo integration|1
spss integration|netcdf integration|1
spss integration|new data column|1
spss integration|new visualization|0
spss integration|online service|0
spss integration|preview button|0
spss integration|quality of data|0
spss integration|reference data on inflation|0
spss integration|remote - control vocabulary|0
spss integration|reproducible step|1
spss integration|spss integration|0
spss integration|tool|1
spss integration|type information|1
spss integration|useful metadata|1
spss integration|visualization|0
spss integration|way|0
spss integration|web socket protocol|1
tool|analysis|1
tool|app|0
tool|command line tool|0
tool|data integration|1
tool|data|0
tool|data package|0
tool|doi|0
tool|dspace integration|1
tool|elasticsearch integration|1
tool|eml dataset|0
tool|eprint integration|0
tool|excel spreadsheet|0
tool|exist wizard|0
tool|exploratory data analysis|0
tool|feather integration|0
tool|funding|0
tool|general country name|0
tool|general reference data|0
tool|hdf5 integration|0
tool|how many user|0
tool|integration|0
tool|interactive preview|0
tool|jquery plugin|0
tool|line|0
tool|microsoft power bi integration|0
tool|ml dataset|0
tool|mongo integration|1
tool|netcdf integration|1
tool|new data column|1
tool|new visualization|1
tool|online service|0
tool|preview button|0
tool|quality of data|1
tool|reference data on inflation|0
tool|remote - control vocabulary|0
tool|reproducible step|0
tool|spss integration|1
tool|tool|0
tool|type information|1
tool|useful metadata|1
tool|visualization|1
tool|way|0
tool|web socket protocol|1
type information|analysis|0
type information|app|0
type information|command line tool|0
type information|data integration|0
type information|data|1
type information|data package|0
type information|doi|0
type information|dspace integration|0
type information|elasticsearch integration|0
type information|eml dataset|0
type information|eprint integration|0
type information|excel spreadsheet|0
type information|exist wizard|0
type information|exploratory data analysis|0
type information|feather integration|0
type information|funding|0
type information|general country name|0
type information|general reference data|0
type information|hdf5 integration|0
type information|how many user|0
type information|integration|0
type information|interactive preview|0
type information|jquery plugin|0
type information|line|0
type information|microsoft power bi integration|0
type information|ml dataset|0
type information|mongo integration|0
type information|netcdf integration|0
type information|new data column|0
type information|new visualization|0
type information|online service|0
type information|preview button|0
type information|quality of data|1
type information|reference data on inflation|1
type information|remote - control vocabulary|1
type information|reproducible step|1
type information|spss integration|1
type information|tool|1
type information|type information|0
type information|useful metadata|1
type information|visualization|0
type information|way|0
type information|web socket protocol|0
useful metadata|analysis|0
useful metadata|app|0
useful metadata|command line tool|0
useful metadata|data integration|0
useful metadata|data|1
useful metadata|data package|1
useful metadata|doi|0
useful metadata|dspace integration|0
useful metadata|elasticsearch integration|0
useful metadata|eml dataset|0
useful metadata|eprint integration|0
useful metadata|excel spreadsheet|0
useful metadata|exist wizard|0
useful metadata|exploratory data analysis|0
useful metadata|feather integration|0
useful metadata|funding|0
useful metadata|general country name|0
useful metadata|general reference data|0
useful metadata|hdf5 integration|0
useful metadata|how many user|0
useful metadata|integration|0
useful metadata|interactive preview|0
useful metadata|jquery plugin|0
useful metadata|line|0
useful metadata|microsoft power bi integration|0
useful metadata|ml dataset|0
useful metadata|mongo integration|0
useful metadata|netcdf integration|0
useful metadata|new data column|0
useful metadata|new visualization|0
useful metadata|online service|0
useful metadata|preview button|0
useful metadata|quality of data|1
useful metadata|reference data on inflation|0
useful metadata|remote - control vocabulary|0
useful metadata|reproducible step|0
useful metadata|spss integration|0
useful metadata|tool|0
useful metadata|type information|1
useful metadata|useful metadata|0
useful metadata|visualization|0
useful metadata|way|0
useful metadata|web socket protocol|0
visualization|analysis|1
visualization|app|0
visualization|command line tool|0
visualization|data integration|0
visualization|data|1
visualization|data package|1
visualization|doi|1
visualization|dspace integration|0
visualization|elasticsearch integration|0
visualization|eml dataset|1
visualization|eprint integration|0
visualization|excel spreadsheet|1
visualization|exist wizard|0
visualization|exploratory data analysis|1
visualization|feather integration|0
visualization|funding|0
visualization|general country name|1
visualization|general reference data|1
visualization|hdf5 integration|0
visualization|how many user|0
visualization|integration|0
visualization|interactive preview|0
visualization|jquery plugin|0
visualization|line|0
visualization|microsoft power bi integration|0
visualization|ml dataset|0
visualization|mongo integration|0
visualization|netcdf integration|0
visualization|new data column|0
visualization|new visualization|0
visualization|online service|0
visualization|preview button|0
visualization|quality of data|0
visualization|reference data on inflation|0
visualization|remote - control vocabulary|0
visualization|reproducible step|0
visualization|spss integration|0
visualization|tool|0
visualization|type information|0
visualization|useful metadata|0
visualization|visualization|0
visualization|way|0
visualization|web socket protocol|0
way|analysis|0
way|app|0
way|command line tool|0
way|data integration|0
way|data|0
way|data package|0
way|doi|0
way|dspace integration|0
way|elasticsearch integration|0
way|eml dataset|0
way|eprint integration|0
way|excel spreadsheet|0
way|exist wizard|0
way|exploratory data analysis|0
way|feather integration|0
way|funding|0
way|general country name|0
way|general reference data|0
way|hdf5 integration|0
way|how many user|0
way|integration|0
way|interactive preview|0
way|jquery plugin|0
way|line|0
way|microsoft power bi integration|0
way|ml dataset|0
way|mongo integration|0
way|netcdf integration|0
way|new data column|0
way|new visualization|0
way|online service|0
way|preview button|0
way|quality of data|0
way|reference data on inflation|0
way|remote - control vocabulary|0
way|reproducible step|0
way|spss integration|0
way|tool|0
way|type information|0
way|useful metadata|0
way|visualization|0
way|way|0
way|web socket protocol|0
web socket protocol|analysis|0
web socket protocol|app|0
web socket protocol|command line tool|0
web socket protocol|data integration|0
web socket protocol|data|0
web socket protocol|data package|0
web socket protocol|doi|0
web socket protocol|dspace integration|0
web socket protocol|elasticsearch integration|0
web socket protocol|eml dataset|0
web socket protocol|eprint integration|0
web socket protocol|excel spreadsheet|0
web socket protocol|exist wizard|0
web socket protocol|exploratory data analysis|0
web socket protocol|feather integration|0
web socket protocol|funding|0
web socket protocol|general country name|0
web socket protocol|general reference data|0
web socket protocol|hdf5 integration|0
web socket protocol|how many user|0
web socket protocol|integration|0
web socket protocol|interactive preview|0
web socket protocol|jquery plugin|0
web socket protocol|line|0
web socket protocol|microsoft power bi integration|0
web socket protocol|ml dataset|0
web socket protocol|mongo integration|0
web socket protocol|netcdf integration|0
web socket protocol|new data column|0
web socket protocol|new visualization|0
web socket protocol|online service|0
web socket protocol|preview button|0
web socket protocol|quality of data|0
web socket protocol|reference data on inflation|0
web socket protocol|remote - control vocabulary|0
web socket protocol|reproducible step|0
web socket protocol|spss integration|0
web socket protocol|tool|0
web socket protocol|type information|0
web socket protocol|useful metadata|0
web socket protocol|visualization|0
web socket protocol|way|0
web socket protocol|web socket protocol|0
