Entity 1|Entity 2|Hints from Wordnet
topic|persistent identifier|False
topic|reference|False
topic|regular summary report|False
topic|report|False
topic|research publication|False
topic|security requirement|False
topic|service use|False
topic|short description|False
topic|software|False
topic|technology|False
topic|time plan|False
topic|topic|True
when|agreement|False
when|all right|False
when|compliance|False
when|conservation period|False
when|content|False
when|cost|False
when|creation process|False
when|description|False
when|detail|False
when|dmp|False
when|estimate|False
when|format|False
when|how|False
when|how long|False
when|how many|False
when|how secure|False
when|information|False
when|intention|False
when|kind of data I want to record / store|False
when|kind of data I want to store|False
when|kind of datum type|False
when|legal status|False
when|metadata|False
when|necessary right|False
when|persistent identifier|False
when|privacy|False
when|reference|False
when|regular summary report|False
when|report|False
when|repository mention|False
when|research publication|False
when|security requirement|False
when|service use|False
when|short description|False
when|software|False
when|technology|False
when|time plan|False
when|topic|False
when|when|True
my data|administrative information|True
my data|agreement|False
my data|all datum|True
my data|all metadata|False
my data|all resource|False
my data|all right|False
my data|anonymization of datum|True
my data|compliance|False
my data|conservation period|False
my data|content|False
my data|cost|False
my data|creation process|False
my data|data set|False
my data|datum|True
my data|datum sensitivity|False
my data|description|False
my data|detail|False
my data|dmp|False
my data|estimate|False
my data|format|False
my data|how|False
my data|how long|False
my data|how many|False
my data|how secure|False
my data|information|True
my data|intention|False
my data|it resource requirement|False
my data|kind of data|True
my data|kind of data I want to record / store|False
my data|kind of data I want to store|False
my data|kind of datum type|False
my data|legal status|False
my data|metadata|False
my data|necessary right|False
my data|persistent identifier|False
my data|pointer|False
my data|privacy|False
my data|reference|False
my data|regular summary report|False
my data|report|False
my data|repository mention|False
my data|research publication|False
my data|section|False
my data|security requirement|False
my data|service use|False
my data|short description|False
my data|software|False
my data|technology|False
my data|time plan|False
my data|topic|False
my data|when|False
my data|my data|True
my data|who|False
my data|who be responsible|False
who|administrative information|False
who|agreement|False
who|all metadata|False
who|all resource|False
who|all right|False
who|anonymization of datum|False
who|compliance|False
who|conservation period|False
who|content|False
who|cost|False
who|creation process|False
who|data set|False
who|datum|False
who|datum sensitivity|False
who|description|False
who|detail|False
who|dmp|False
who|estimate|False
who|format|False
who|how|False
who|how long|False
who|how many|False
who|how secure|False
who|information|False
who|intention|False
who|it resource requirement|False
who|kind of data|False
who|kind of data I want to record / store|False
who|kind of data I want to store|False
who|kind of datum type|False
who|legal status|False
who|metadata|False
who|necessary right|False
who|persistent identifier|False
who|pointer|False
who|privacy|False
who|reference|False
who|regular summary report|False
who|report|False
who|repository mention|False
who|research publication|False
who|section|False
who|security requirement|False
who|service use|False
who|short description|False
who|software|False
who|technology|False
who|time plan|False
who|topic|False
who|when|False
who|who|True
who|who be responsible|False
who be responsible|administrative information|False
who be responsible|agreement|False
who be responsible|all right|False
who be responsible|anonymization of datum|False
who be responsible|compliance|False
who be responsible|conservation period|False
who be responsible|content|False
who be responsible|cost|False
who be responsible|creation process|False
who be responsible|data set|False
who be responsible|datum|False
who be responsible|description|False
who be responsible|detail|False
who be responsible|dmp|False
who be responsible|estimate|False
who be responsible|format|False
who be responsible|how|False
who be responsible|how long|False
who be responsible|how many|False
who be responsible|how secure|False
who be responsible|information|False
who be responsible|intention|False
who be responsible|it resource requirement|False
who be responsible|kind of data|False
who be responsible|kind of data I want to record / store|False
who be responsible|kind of data I want to store|False
who be responsible|kind of datum type|False
who be responsible|legal status|False
who be responsible|metadata|False
who be responsible|necessary right|False
who be responsible|persistent identifier|False
who be responsible|pointer|False
who be responsible|privacy|False
who be responsible|reference|False
who be responsible|regular summary report|False
who be responsible|report|False
who be responsible|repository mention|False
who be responsible|research publication|False
who be responsible|security requirement|False
who be responsible|service use|False
who be responsible|short description|False
who be responsible|software|False
who be responsible|technology|False
who be responsible|time plan|False
who be responsible|topic|False
who be responsible|when|False
who be responsible|who be responsible|True
