Persona 1 | Persona 2 | Result | Score 
legalofficer|administrator|False|0.1832597702741623
research evaluation manager|faculty datum steward|False|0.3206965923309326
it staff member|datum librarian|False|0.41534918546676636
institutional datum steward|legalofficer|False|0.2228509485721588
director of research integrity|ethic manager|False|0.2772952616214752
repository manager|faculty datum steward|False|0.27802738547325134
manager|research evaluation manager|True|0.5393507480621338
archive|metadata manager|False|0.26212868094444275
administrator|it manager|False|0.4083898961544037
faculty datum steward|researcher|False|0.44962671399116516
researcher|rector|False|0.3836537301540375
metadata manager|it staff member|False|0.29185134172439575
research centre director|datum librarian|False|0.4052589535713196
it staff member|repository owner|False|0.3026311695575714
research centre director|researcher|False|0.4367089867591858
stakeholder|director of research integrity|False|0.39767974615097046
funder|datum manager|False|0.4295893609523773
manager|funder|False|0.3329385221004486
ethic manager|institutional datum steward|False|0.34851208329200745
it staff member|ethic manager|False|0.3991657495498657
institutional datum steward|institutional datum manager|False|0.48826169967651367
director of research integrity|research head|True|0.5488396286964417
research head|director of research integrity|False|0.4708528220653534
research centre director|repository owner|False|0.2280743569135666
ethic manager|research head|False|0.25381630659103394
legalofficer|research support officer|False|0.18844005465507507
research support officer|it officer|False|0.3666820526123047
datum manager|it manager|True|0.5679435729980469
research centre director|ethic manager|False|0.2530875504016876
manager|it manager|True|0.762030839920044
repository owner|postgraduate convenor|False|0.4303162693977356
institutional datum manager|faculty datum steward|False|0.3304288685321808
funder|stakeholder|False|0.3124902844429016
stakeholder|archive|False|0.1953241378068924
it officer|director of research integrity|False|0.35698720812797546
repository owner|research centre director|False|0.22776393592357635
legalofficer|rector|False|0.22254633903503418
director of research integrity|pi|False|0.1835418939590454
institutional datum steward|it manager|False|0.3321545422077179
institutional datum manager|institutional datum manager|False|0.0
postgraduate convenor|it officer|False|0.19561763107776642
faculty datum steward|institutional datum steward|False|0.41969728469848633
datum librarian|researcher|False|0.45970165729522705
it staff member|research head|False|0.3694242537021637
funder|legalofficer|False|0.24561980366706848
ethic manager|pi|False|0.1915551871061325
director of research integrity|administrator|False|0.17568716406822205
research head|archive|False|0.22185315191745758
archivemanager|repository manager|False|0.3935140073299408
research evaluation manager|postgraduate convenor|False|0.38687604665756226
faculty datum steward|research head|False|0.3626955449581146
ethic manager|administrator|False|0.23245052993297577
repository manager|postgraduate convenor|False|0.35241085290908813
research evaluation manager|research centre director|False|0.29020023345947266
datum librarian|repository owner|False|0.40381234884262085
rector|funder|False|0.3223319947719574
repository manager|research centre director|False|0.19163234531879425
administrator|datum librarian|False|0.3206925690174103
research centre director|research head|False|0.4693714380264282
pi|legalofficer|False|0.25296592712402344
it officer|researcher|False|0.32414448261260986
it staff member|pi|False|0.29924532771110535
datum librarian|ethic manager|False|0.28511112928390503
research support officer|repository operator|False|0.16635820269584656
metadata manager|it manager|False|0.3876965045928955
research support officer|manager|False|0.1639539748430252
stakeholder|manager|False|0.3434828817844391
datum manager|director of research integrity|False|0.3692055642604828
repository owner|archivemanager|False|0.3343963027000427
archivemanager|research evaluation manager|False|0.33968856930732727
rector|it officer|False|0.35670191049575806
it manager|faculty datum steward|False|0.42431190609931946
archive|it officer|False|0.2447366565465927
faculty datum steward|pi|False|0.17879438400268555
stakeholder|institutional datum steward|False|0.41999292373657227
administrator|repository owner|False|0.3341512382030487
faculty datum steward|administrator|False|0.28349485993385315
it manager|institutional datum manager|False|0.40810954570770264
research centre director|pi|False|0.24110352993011475
postgraduate convenor|repository operator|False|0.19261935353279114
research head|manager|False|0.2151719331741333
pi|faculty datum steward|False|0.35819169878959656
director of research integrity|research support officer|False|0.4657880663871765
administrator|ethic manager|False|0.40396711230278015
research head|institutional datum steward|False|0.3438717722892761
pi|institutional datum manager|False|0.3453685939311981
archivemanager|funder|False|0.2882467806339264
research evaluation manager|archivemanager|False|0.2599771320819855
ethic manager|research support officer|False|0.2646457254886627
repository manager|archivemanager|False|0.38421952724456787
manager|datum librarian|False|0.28982067108154297
repository operator|datum manager|False|0.2958846688270569
datum librarian|research head|False|0.4815978407859802
repository owner|it staff member|False|0.16598641872406006
director of research integrity|rector|False|0.25492915511131287
datum manager|researcher|False|0.32901501655578613
it staff member|faculty datum steward|False|0.4544330835342407
institutional datum manager|research centre director|False|0.21697862446308136
ethic manager|rector|False|0.2522503435611725
it officer|institutional datum steward|False|0.4628026485443115
archivemanager|it officer|False|0.1638811081647873
datum manager|repository owner|False|0.3281177878379822
manager|repository owner|False|0.23301371932029724
rector|repository operator|False|0.2853890657424927
research evaluation manager|it staff member|False|0.2324807047843933
archive|repository operator|False|0.27483227849006653
datum librarian|pi|False|0.2198462039232254
repository operator|stakeholder|False|0.315045028924942
it officer|research head|False|0.37752091884613037
administrator|research head|False|0.2687578797340393
legalofficer|archivemanager|False|0.11220058798789978
repository manager|it staff member|False|0.18137000501155853
archive|manager|False|0.26098406314849854
faculty datum steward|research support officer|False|0.45365631580352783
datum manager|ethic manager|False|0.4460838735103607
manager|ethic manager|False|0.47677555680274963
datum librarian|administrator|False|0.24214830994606018
research centre director|research support officer|False|0.439954549074173
repository operator|legalofficer|False|0.22476673126220703
faculty datum steward|rector|False|0.34244000911712646
it officer|pi|False|0.3278311491012573
metadata manager|researcher|False|0.32747289538383484
administrator|pi|False|0.29300785064697266
director of research integrity|postgraduate convenor|False|0.3727568984031677
it manager|research centre director|False|0.2821524739265442
it officer|administrator|False|0.2935609519481659
repository owner|metadata manager|False|0.29470449686050415
institutional datum steward|repository manager|False|0.3223721981048584
archivemanager|repository operator|False|0.2636655271053314
metadata manager|repository owner|False|0.3039812743663788
stakeholder|datum manager|False|0.37742653489112854
research support officer|datum manager|False|0.186427503824234
datum manager|research head|False|0.3397081792354584
researcher|metadata manager|False|0.3016866445541382
pi|research centre director|False|0.30678635835647583
repository operator|institutional datum manager|False|0.2867555022239685
metadata manager|ethic manager|False|0.29804670810699463
research head|datum manager|False|0.2685631215572357
institutional datum manager|it staff member|False|0.23657870292663574
datum librarian|research support officer|False|0.4923839569091797
it staff member|postgraduate convenor|False|0.3723753094673157
it staff member|research centre director|False|0.25193727016448975
datum manager|pi|False|0.32515740394592285
archivemanager|datum librarian|False|0.3588869273662567
stakeholder|stakeholder|False|0.0
research support officer|stakeholder|False|0.30491119623184204
institutional datum steward|research evaluation manager|False|0.33410710096359253
administrator|faculty datum steward|False|0.3848278224468231
datum librarian|rector|False|0.3628982603549957
datum manager|administrator|False|0.34433799982070923
director of research integrity|archivemanager|False|0.2477210909128189
research centre director|postgraduate convenor|False|0.433757483959198
research head|stakeholder|False|0.22170938551425934
stakeholder|legalofficer|False|0.21757622063159943
it officer|research support officer|False|0.4357227087020874
research support officer|legalofficer|False|0.1304134875535965
administrator|research support officer|False|0.32793179154396057
ethic manager|archivemanager|False|0.2463303953409195
institutional datum steward|funder|False|0.2949027717113495
metadata manager|research head|False|0.3067764341831207
legalofficer|metadata manager|False|0.1281680464744568
it officer|rector|False|0.40887901186943054
postgraduate convenor|legalofficer|False|0.20112580060958862
archive|datum manager|False|0.2632473409175873
it manager|it staff member|False|0.38629329204559326
director of research integrity|it staff member|False|0.25823163986206055
funder|repository manager|False|0.33570605516433716
it staff member|archivemanager|False|0.2706523537635803
repository owner|director of research integrity|False|0.3663646876811981
manager|faculty datum steward|False|0.2827400267124176
metadata manager|pi|False|0.46030887961387634
research support officer|institutional datum manager|False|0.2207013964653015
faculty datum steward|archivemanager|False|0.307312935590744
